golden_example_id,golden_intent,customer_message,rank,retrieval_score,retrieved_customer_text,retrieved_brand_response,retrieved_conversation_root,retrieved_customer_created_at
146,,"@AmazonHelp hi, i got an amazon fire tablet as a gift and i just signed up for it with my card and personal info. will i be charged for amazon prime since its included on my tablet?",1,39.50564193020657,"Well im glad I signed up for email alerts from my credit card 

Forgot I signed up for amazon prime trial and got charged @219677@",@664402 I'm sorry for the unexpected charge! You can cancel here: https://t.co/A6f5nzpzdt if you don't wish to continue the membership. I hope this helps. ^EZ,2286559,2017-11-12 01:28:01+00:00
147,,どうしても欲しかった。アマゾンに頼る。 https://t.co/I0j3ep36sG,1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
148,,"Apparently my @115830 parcel was delivered to me yesterday by #hermesUK but it is nowhere to be seen! Shocking at the number of others this has happened to! #hermes live chat tells me to contact Amazon, Amazon just say it’s delivered, report to police! Disgusting service!",1,39.44386479619673,@115830 my parcel said it was delivered and handed to me yesterday but i was out and it's no where to be seen! How do i report this?,"@406724 Oh dear! Please check this out https://t.co/zcC9gY3WTg
Please keep us updated. ^LL",1221945,2017-10-25 14:06:18+00:00
149,,@115850 service sucks. Never trust amazon.,1,18.07192173928801,"@115850 Pathetic service provided by you now have lost complete trust on Amazon.
Probably will never shop in future.Worst customer service","@183538 I'm unable to comprehend your concern, could you elaborate the issue, so that we can assist you accordingly. ^SU",283502,2017-10-06 12:28:23+00:00
150,,@115830 My favourite time is when I can get 2 parcels from the locker - delivered Thu and access codes still don’t work and no new ones given. ;o(,1,22.797248657017256,@AmazonHelp I don’t need it by the new date given. I need it by the original date given.,"@610891 We'd be happy to look into options with you. When you have a moment, please click here: https://t.co/hApLpMlfHN ^JA",2065745,2017-10-19 01:43:42+00:00
151,,"Well @115830 you’ve delivered a rainforest of packaging all year. Yet at Xmas when it matters, it comes with none. Top work, the Mrs is pleased, but one month early #xmassurprise ?🤨 https://t.co/zoePePKVgd",1,24.853045083616916,Not impressed with @115830 delivery of xmas toys and one comes unwrapped so my son sees it #1lesspresentforhim,"@751943 Hello, I do apologize for any inconvenience this has caused. Items arriving in the original packaging will be displayed in the product details page. This can be changed to have the item boxed and concealed. ^CR",2670017,2017-11-19 11:16:32+00:00
152,,@115821 @AmazonHelp Are THERE ANY REAL HUMANS our just #BOTS I CAN'T LOST DUE 2 #UPC #GTIN #ASIN #SKU #ISBN #ASI #ABC #XYZ #TGB ETC. NOT I'M LOCKED OUT #BADCUSTOMEREXPERIENCE #HELP #INSANITY https://t.co/Z5QVIwZoJk,1,17.636016030243184,"@AmazonHelp Hi, can't access chat as I'm locked out of my account and phone is too expensive since I'm outside the US &amp; I'm sure it's not toll free.",@120609 You can try requesting a call back here: https://t.co/zGldWyrtBP ^PK,21033,2017-11-01 07:45:01+00:00
153,,"これさー、マジでまぎらわしいんやけど迷惑メールなんよな
ぱっと見やと文章とかアドレスとかリンク先とかめっちゃAmazonっぽいんやけど、差出人のアドレスのとこタップするとこんな感じで、その他のところにクソ関係なさそうなアドレスが一緒に出てくるねん
みんなマジで気をつけてな https://t.co/qQCe847u5z",1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
154,,"@121284 Hi, I just received an echo dot as a gift from someone just days after I purchased mine. So, I wanted to know whether I will get the promotional 1 year free prime membership with it or not? I have already availed 1 with the echo I purchased from that account.",1,50.85431439258164,how to activate 1 year free prime membership which I got with my Echo Dot?amazonIN,"@639846 The Prime membership will be activated automatically, Mansur. If you have any issues, please let us know so that we can assist you. ^NK",2184497,2017-11-09 18:13:58+00:00
155,,amazon india sucks,1,14.842979152401728,@115850 Fake fake fake . Message me IM if you are genuine ... amazon India sucks https://t.co/4wt3W70V1U,@646799 We have already responded to this query here : https://t.co/wLzFlN1DRi. Please check and reply. ^RI,861246,2017-10-19 14:23:03+00:00
156,,Amazonだいしゅきぴ💕💕 https://t.co/N1Xuiphr6m,1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
157,,明らかに怪しいメッセージ届いたからAmazonに問い合わせたらやっぱりこれ詐欺っぽい。この番号にかけるとやばいってネットでも見たから皆こんなの来ても無視してね～🙌 https://t.co/3hXy9NYwco,1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
158,,"@115830 @AmazonHelp 
The ""best"" delivery service in the world.
I'll think twice before buying anything on #Amazon again 😂 😡 https://t.co/qnPJQ7z4LF",1,28.05403281458526,"#Amazon #Logistics is the laziest, worst delivery service in the world.",@822356 Sorry for the trouble! We'd like to look into your experience. Please pass your details here: https://t.co/DTO2tcytfp ^ST,2981603,2017-10-31 19:42:26+00:00
159,,"@115821 I know GREASE IS THE WORD... but it's not what I ordered😩 I've been waiting so patiently for @15474 ROOM 93 vinyl, I get my package today and instead of the queen of pop, I get to listen to we gotogether like Shama Lama lama dingity dong.. https://t.co/x4GdGriix3",1,28.744486415426806,Obviously things get sent out and to the right places. But like I haven't had Amazon get a package to me all month. I've been waiting weeks for a charging cable and battery pack https://t.co/rkRHn8M8rL,"@704710 I'm very sorry about that, were you given a reason for the delay in deliveries? ^AS",2461276,2017-11-15 07:55:03+00:00
160,,"I return my order by DTDC courier that's the courier receipt, Amazon India say you send your product on courier than Amazon pay your courier charges
My total courier charges is 170 RS
But Amazon India refund only 40 RS. I requested you
Pay my 170rs as soon as possible@AmazonHelp https://t.co/FCTdiTIVHm",1,67.78623906820526,@AmazonHelp The DTDC courier demand ₹400 for this product who provide courier charges,@194881 Please contact our support team here: https://t.co/vlvfJr4nN9 and we'll help you. ^ZH,331275,2017-10-07 19:02:52+00:00
161,,"@AmazonHelp Whatever you explain, here the point is about mistake on your site and it's clearly visible in the screenshots provided by @241858, then instead of rectifying the mistake, why do u need access to persons account? moreover it's on your website you can easily see it !",1,30.232214542970816,@AmazonHelp @115851 can you tell me where in your policy it says you will change the delivery date then what it shows on the website,@532248 I apologize for any frustration this has caused. Is this regarding a current order?  We are here to help! ^BA,1776434,2017-11-07 23:26:41+00:00
162,,@156928 @16385 @156929 why do i get an error? https://t.co/J3mF1mg4TR,1,17.235814049825464,@AmazonHelp how do I resolve this Echo error? https://t.co/5RMzRuGTJp,@192845 We're here to help! Have you tried all of these troubleshooting steps: https://t.co/krMoRXrxPA ? ^JE,322612,2017-10-07 13:47:03+00:00
163,,"入ってよかった、Amazonプライム。
ダンバインにエルガイムが全話観れるなんて。 https://t.co/6gSoaeETMN",1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
164,,"@AmazonHelp item o ne returned, still item not picked up , kindly  do as early and refund the same in my bank account https://t.co/IRQtkGDo6Z",1,23.93355710398793,@AmazonHelp My return was picked up yesterday and refund still not initiated. Why???? @115821  @115850 @AmazonHelp,@146158 I get your concern regarding the refund. The refund will automatically be issued after the returned order reaches the origin. Ideally it can take upto 10 business days and you'll be intimated via email. ^AR,135006,2017-11-24 13:11:49+00:00
165,,"AmazonのfireTV stick、これいいよー、これで、随分、映画や海外ドラマを、観まくってる。
最高だよ、もう、無い生活できませ~ん。 https://t.co/nTnUrO8e1U",1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
166,,@115821 @115850 @1840 @115851 @2517 @120320 @118341 @132458 @7291 @25348 This is the amazon services they will make a daily new excause and daily they raise a new complain...how can i trust on them tell me anyone........please close amazon in India https://t.co/U3hxViLIFS,1,31.12248318846893,"@115821 I have being calling amazon from last 1 month daily for the solution and they make excuses 
Get out @115821 
Scammers","@208740 Please respond to the email you received from the social media team for further information, Ankit. ^JC",665205,2017-10-13 15:37:27+00:00
167,,"Damn, @115821 Logistics in Atlanta is *still* dropping the ball with deliveries. Two in a row have been late! I sent both to my local Wholefoods Amazon locker because they can’t ever seem to deliver to my apartment. So frustrating that I can’t just specify UPS or FedEx!! 😡 https://t.co/C9kxvCuxDl",1,34.99984949454134,.@AmazonHelp is ruining my life because they failed to deliver my Halloween costume two days in a row,@444667 Oh no! Sorry for the frustrations! Who is the carrier listed here: https://t.co/Y5jpI9gRhE so we can look into this for you. ^AD,1396160,2017-10-28 14:53:30+00:00
168,,"@AmazonHelp received an email saying my mattress would be delivered Thursday. A delivery company called Arrow XL called to say the earliest is next week. Absolutely raging, you knew there was a problem but never bothered to contacted me https://t.co/6hLBQzUxtg",1,28.37706650048647,@AmazonHelp No I just received an email saying it would be delivered Monday when I paid for next day delivery by 1pm. Could you please DM me,@656734 We're happy to help best we can via direct message! You can reach us at the link below. ^CS https://t.co/1XyLaGkcaN,2254670,2017-11-12 19:20:11+00:00
169,,Amazonさん仕事早すぎる…。次からも利用しますね(o^^o) https://t.co/sHYblH5sEE,1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
170,,Biggest weekend of the year for consumers! Got a sweet deal thanks to @140312. But @115821 dropped the ball delivering it today. I was at work while my package was delivered. It says I signed for it while i was at WORK. You guys sure hire some great delivery drivers. FML,1,39.774340351866876,@429456 I was hoping @115821 delivered Mario while I was at work by some night flying drone. They didn’t.,"@429455 Hey Matt. Do you have an outstanding order? If so, what does the latest tracking advise? ^TP",1326281,2017-10-27 11:30:45+00:00
171,,既にAmazonでアカウント登録しちゃったアマギフって、Prime nowで同じアカウント使ってても流用出来なくない？出来る？？,1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
172,,@115821 @AmazonHelp I have placed similar order through muy https://t.co/OoFST3q4aY and Amazon.in Global Store. Please help me cancel anyone.,1,18.271222520352623,@228164 @115850 @AmazonHelp I want to cancel my order which I placed by mistake. I am not finding cancel order icon. Help ASAP! https://t.co/DUqMTPjjOm,"@283699 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^AK 2/2",1653470,2017-11-06 07:32:18+00:00
173,,"@115850 As a Amazon prime customer there is no diffrence of Shoppers. Still waiting for shipment from week even @23295 Ship it sooner then you guys. #Amazon #Fail Order date

21-Nov-2017

Order #

171-0390550-6849137 https://t.co/qvmd7551YX",1,24.899536390696298,@AmazonHelp When I placed the order on October 13th it showed ship date of 10/13 and still waiting for tracking number.,@520216 Have you received any communication stating a reason for a delay? ^TR,1718059,2017-10-17 19:09:03+00:00
174,,@396539 @116439 @26804  https://t.co/MgPtjDIU4U,1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
175,,"Tell me how the @115821 psychic said it was not broken. That's as crooked as the situation. IT IS BROKEN! It came in a big @9450 box I hate to post w photos, but it is what it is. I loved Amazon wkly$$$. Don't tell me I have to pay to return this mkt seller schlock. https://t.co/Ss6ikr3A69",1,40.92874997313412,"@AmazonHelp As always, I’ve done exactly that. All they do is tell me I have to return the package or pay to have it dropped off elsewhere.",@126082 Have you had the chance to reach out to us so we can leave carrier feedback on these orders: https://t.co/hApLpMlfHN? ^VS,45544,2017-11-01 16:36:11+00:00
176,,Hey @115821 I’m losing faith in ya https://t.co/Yd1R0fcmSk,1,21.023380811170327,I’m really losing faith in @115830. Amazon Logistics are shit now. Prime’s not worth it anymore. #AmazonSuck,"@456250 I'm sorry for the inconvenience! We'd like to help, will you tell us more about what happened?  ^GM",1477320,2017-10-16 20:57:47+00:00
177,,amazonから色々届いた https://t.co/iNvbKRslUK,1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
178,,TE AMO POR SIEMPRE @116875 https://t.co/aEcopzKt6Z,1,25.77571299633022,Por eso te amo @116875 @117795 ❤️ https://t.co/OtkI2oPwGt,@552586 Y nosotros también te amamos. ^VM https://t.co/aLuFuL6eiZ,1869753,2017-11-08 05:24:19+00:00
179,,Got Prime to see if its worth it....still deciding. Cutting it close @115821 @AmazonHelp https://t.co/uyQO3WBLAz,1,26.984276191137077,Cutting it close @115821 https://t.co/UqO2qVh2Cp,@479220 I'm sorry for the delivery issue! Have we missed the delivery date provided in our order confirmation e-mail? ^WT,1547877,2017-10-17 02:59:30+00:00
180,,"Why have you lied to me @115821.... First you take several days to ship this out, then you charge me twice over a single order and now this? Why have you done this to me I've been a loyal Amazon customer since 2013.... https://t.co/1SYAuBKEIl",1,40.05255490733816,@AmazonHelp First reply as to why you can't ship it to me,"@350165 Vishal, you should've received an email with the reason for cancellation/return of an order. Kindly take a look. ^MS",969788,2017-10-22 14:47:36+00:00
181,,@AmazonHelp https://t.co/aAOact2qdv,1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
182,,"@AmazonHelp @1384 for order id 403-3632425-4923516, I paid full rs309 but got a refund of rs234 only, have you kept rs 75 as #Tip, you people are acting like #pickpocketers  ,
When asked for remaining rs75 I was told to wait 24-72 hrs, is this the way @115850 should work?",1,27.46992327663368,"@AmazonHelp It's already a month to over but I can't buy a pair of shoes, is this the way your people work?",@625793 I'm sorry about the delay. I have checked and we have not received your details. Request you to share via the secure link mentioned earlier. We'll look into it. ^SB,2124930,2017-11-18 03:57:22+00:00
183,,"@116928 Podemos hablar por MP,",1,22.89549529006414,"@116928 @AmazonHelp necesito ayuda para encontar mi pedido, no lo encuentro en mi cuenta. Podemos hablar por md?",@741174 Hola. Claro. Puedes escribirnos por mensaje privado a través de la opción que he habilitado debajo de este mensaje. https://t.co/1XyLaGkcaN,2623611,2017-10-08 20:10:11+00:00
184,,"2/2 Myself &amp; others have discovered programming problems that since #JULY @115821's programmers have refused to fix  - Here is one - See video:
@AmazonHelp @123644 #badcustomerservice https://t.co/PjklkyGjev",1,21.97836611949069,One thing I have promised myself today - I will never again be recommending an @115850 prime subscription to anyone.,@343177 I'm sorry about any inconvenience. Could you let us know what went wrong? We'd like to help. ^SG,941401,2017-10-21 15:22:52+00:00
185,,"架空請求のSMS来た
Amazonで有料動画とか見覚えなさすぎたから調べたら架空請求だった
身近なんですね",1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
186,,Amazonの誤配送詐欺に引っかかったかも...商品返品して四日目、いまだに返金の連絡来ない( ･ิ..･ิ ) #Amazon https://t.co/ZvDsuieXfr,1,10.918692672571998,アマゾンでアンハサウェイの本買ったのに返金になってる！！！！！！なんで！！！！！！！！！！(›´A`‹ ),"@803248 ご不便をおかけしております。ご注文がキャンセルとなった場合等、詳細はEメールにてご連絡させていただいておりますので、ご確認ください。
当サイトからお送りするEメールは、アカウントサービスのメッセージセンターからもご覧いただけます。https://t.co/PAK8dGjdhO YM",2899428,2017-11-14 05:28:23+00:00
187,,"@115830 after being fobbed off by @amazonhelp im trying to get an answer here, why is my prime delivery which was out for delivery on the 'GUARANTEED' delivery date of 30/11/17 AND THEN AGAIN yesterday when that failed still not here? and now due AGAIN today? getting ridiculous",1,37.0021493977881,@AmazonHelp Ordered something from Amazon prime on Sunday...it was due for delivery yesterday (I ordered after 9.30pm on Sunday) and it still hasn’t been delivered and is saying due today...why am I paying for prime and not getting the delivery when I should?!,"@220509 Hi Rebecca, what was the original estimated delivery date provided to you in your order confirmation email?^PJ",445545,2017-11-22 09:59:25+00:00
188,,Merci @AmazonHelp @120533 https://t.co/SWMCYXUGkZ,1,8.829521027444056,@AmazonHelp Merci,@222203 A votre service ^KD,637284,2017-11-22 19:26:52+00:00
189,,"@AmazonHelp still waiting. What happened to this company ? Unbelievably customer care is careless, as I have called 6 times. https://t.co/E5fd302AkE",1,21.83047077929705,"@AmazonHelp I have already replied, called customer care still no result",@215477 Thank you for replying to the email and we shall get back to you soon. ^SH,421746,2017-10-11 05:17:38+00:00
190,,@AmazonHelp What happened to this in shipping? I'm afraid to feed my cats half of these cans because they're that damaged. https://t.co/338hgby0rx,1,24.431193739510565,What happened to 2 day shipping? @115821 https://t.co/7FIZ13aHBT,@449838 include the amount of time needed to process your order. Here is some more info: https://t.co/8yFgWD16gP (2/2) ^TN,1419054,2017-11-01 23:24:55+00:00
191,,"わしゃAmazon使っとらんよ‼️
下らん詐欺かね？ https://t.co/uSvgTcdbdv",1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
192,,Happy Cyber Monkey 2 me. Thanks Amazon Treasure Truck for lil Mia #CyberMonkey #Fingerlings #WowWee #DTLA #treasuretruck https://t.co/5Wb48RkqA2,1,22.68625959098206,so what’s this Amazon Treasure Truck all about 👀,"@594081 In select cities, we offer deals that you can pick up at one of our Treasure Truck locations: https://t.co/96NKVOzoT9 ^AN",2569648,2017-10-30 16:26:01+00:00
193,,知らんまにamazonプライム会員にさせられててビビる,1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
194,,Fire tablet and case supposed to come on Monday. Only get the case. Called Amazon to send another tablet. On Wednesday I get a package. It's another case. I call them again and they overnight a tablet. Come back from work and I get a THIRD FUCKING CASE FOR A TABLET I DON'T HAVE. https://t.co/SBxP6y8ThM,1,46.66049912026248,@AmazonHelp I have a amazon kids fire tablet and the case didn't fit so I rang up to get a suitable case and they told me they would refund the postage costs but now they tell me they can't refund it as it's already been given as credit.,@665469 Hi Shirelle. Were there any postage costs associated with your order? It may be possible to arrange a return or replacement. You can check your options here - http:https://t.co/5RcjVPJgUP ^TP,2291158,2017-11-12 11:04:32+00:00
195,,"Ordered One Plus 5T on 20.11.2017. Received this instead on 24.11.2017. Now I am asked to wait for the investigation team to trace out the product, pending which they will neither return nor deliver a fresh piece. Absolute nonsense!
@115850 https://t.co/cdwH6fA5mB",1,28.475808669628382,@115850 @115851 Ordered one plus 5 got defective product &amp; now when I ask for replacement I am asked to wait until 20th October for the same why? @115850,@294193 Apologies for the same. Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll check this out for you. ^PB,1310347,2017-10-16 10:41:47+00:00
196,,"kindle舐めんといて。手前に座るから読めない。遊べとクマちゃん持参。イッヌがいると読書はできぬ。
最近国内歴史旅行ばかりで久々のkindle開いたら事切れてたからがっつり充電。
""The Zookeeper's Wife""読めるかな。 #洋書 https://t.co/PDL91vCABC",1,9.649629750023758,"""The best"" shopping app ♥♥♥ @115850 loved ur way of responsibility to customers ☺",@415251 Aww thanks for your feedback! Our customers are pretty awesome too! 😍😀 ^KA,1260164,2017-10-26 09:29:20+00:00
197,,間違えてAmazonプライムに入っちゃって、送料無料になるようだしまあいいかとそのままなんだけど、何かビデオとか見れるんだっけ？？,1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
198,,"ねえこれ何？？？
Amazonなんか使ってないんだけど
アカウントはあるけど何も買ってないんだけど。
誰かにアカウント悪用されてるのかな？？？かけたほうがいいの？？？ https://t.co/enCIy8aFML",1,0.0,amazonのfireTVstickが見れない😢,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272,2017-11-22 09:14:39+00:00
199,,@AmazonHelp  Help,1,6.861319934595509,@115850 help help help unable to track my Order #402-8177424-6580361 pls help,"@215024 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to the public. ^AK 2/2",420094,2017-10-10 06:05:51+00:00
200,,@AmazonHelp it’s now after 9 PM and package has not arrived https://t.co/G5SjqZjUxp,1,19.753603110443912,@AmazonHelp It’s gone 9 and my amazon parcel has not turned up.,@680121 We'd love to take a look at what's going on. Please use the link that ^AF provided so we can! Keep us updated! ^MH,2353764,2017-11-13 21:09:07+00:00
