golden_example_id,rank,query,customer_tweet_id,conversation_root,historical_customer_text,brand_response,bm25_score
91,3,"クリスマスプレゼントにAmazonファイヤーTVスティック買ってもらた＼(^o^)／←早
YouTube見れるし(*´д`*)ﾊｧﾊｧ
GYAO!もインストールしたよねえ♡もちろんKinKi見るよねえ♡めっちゃれべるあがった＼(^o^)／うれしい(*´д`*)ﾊｧﾊｧ https://t.co/MVZ3dHKE1h",2987903,2987903,Señores de @116928 estoy confuso sobre el público destinatario de este artículo... https://t.co/RX2bcnQ7Qa,"@823854 ¡Hola Crispín! Lamento mucho la confusión causada. Te comento que he revisado con detalle el producto, el nombre es incorrecto, ya que funciona tanto para hombres como para mujeres. ¡Saludos! ^FQ",0.0
91,4,"クリスマスプレゼントにAmazonファイヤーTVスティック買ってもらた＼(^o^)／←早
YouTube見れるし(*´д`*)ﾊｧﾊｧ
GYAO!もインストールしたよねえ♡もちろんKinKi見るよねえ♡めっちゃれべるあがった＼(^o^)／うれしい(*´д`*)ﾊｧﾊｧ https://t.co/MVZ3dHKE1h",2987901,2987901,架空請求きたよww しかとショートメールでAmazon相談係。 https://t.co/Frn8ZegIuB,@823853 ご承知のとおり、残念ながら悪質な詐欺が増加しているようですのでお気を付けください。 https://t.co/st4oU5QbhP を装った詐欺と思われる連絡を受け取った際はこちらをご覧ください。→ https://t.co/hY0XTcbk1X SK,0.0
91,5,"クリスマスプレゼントにAmazonファイヤーTVスティック買ってもらた＼(^o^)／←早
YouTube見れるし(*´д`*)ﾊｧﾊｧ
GYAO!もインストールしたよねえ♡もちろんKinKi見るよねえ♡めっちゃれべるあがった＼(^o^)／うれしい(*´д`*)ﾊｧﾊｧ https://t.co/MVZ3dHKE1h",2987822,2987822,たいへん！！Amazonでピンク動画見たら請求来た！！私の消息途絶えたらAmazonに社会から消されたと思ってください。 https://t.co/SLol5IqIiO,@823831 該当のメッセージは、https://t.co/st4oU5QbhPからお送りしたものではございません。当サイトの名をかたる架空請求詐欺が増えております。記載されている連絡先には、ご連絡なさらないようお気を付けください 。 YM,0.0
92,1,23h13 : peut-être que le livreur c'est fait une petite bouffe avant de reprendre le boulot @120533 https://t.co/kFMPhYQzEE,1478864,1478865,@AmazonHelp C'est bien parce que le livreur se fait petit (Salut @120534) que je vous contacte.,"@170310 Comme suggéré, je vous invite à signaler le retard à notre SAV. ^SM",31.378448202143794
92,2,23h13 : peut-être que le livreur c'est fait une petite bouffe avant de reprendre le boulot @120533 https://t.co/kFMPhYQzEE,1739025,1739016,"@AmazonHelp j'aurais largement préféré que le livreur anticipe et appelle avant la fin de tournée, en gros avant que ça ne le condamne au #fail :-/","@524867 Je comprends cela. En effet, votre commentaire a été transmis au service concerné. ^SB",29.87659084190156
92,3,23h13 : peut-être que le livreur c'est fait une petite bouffe avant de reprendre le boulot @120533 https://t.co/kFMPhYQzEE,1500257,1500255,@468310 @120533 Et moi quand c'est en retard on me le fait jamais 😥 Après le SAV reste le Best de ce que j'ai connu 😘,@472506 J'espère qu'on sera toujours à a hauteur de vos attentes :) ^AR,29.38957411333842
92,4,23h13 : peut-être que le livreur c'est fait une petite bouffe avant de reprendre le boulot @120533 https://t.co/kFMPhYQzEE,387111,387111,"@120533 le livreur de #AmazonLogistics sonne et met le colis dans la BAL ""ben c'est marqué sonnez sur le portail"" de plus en sens interdit","@207636 Bonjour, rencontrez-vous un problème avec un colis reçu? ^ARC",29.091901510247045
92,5,23h13 : peut-être que le livreur c'est fait une petite bouffe avant de reprendre le boulot @120533 https://t.co/kFMPhYQzEE,1112656,1112656,déjà Amazon me doit un colis parce que le transporteur fait mal son boulot . https://t.co/tPvx10wHQK,"@357887 Bonjour, désolée d'apprendre cela :/ s'agit-il d'un retard de livraison ? ^SN",28.403900113198834
93,1,Second TV attempted to be delivered and Second TV to do a vanishing act. Come on @115830 - we would like our TV now please. Something very fishy about all this...,1716765,1716765,@115830. Second TV in a row that was delivered with a smashed screen!! Not impressed and very pissed off. JG Castaigne,@519863 I'm so sorry you've received two damaged TVs! Please contact us here so we can look into options: https://t.co/k3wEJgMYYP ^MB,34.81099937578658
93,2,Second TV attempted to be delivered and Second TV to do a vanishing act. Come on @115830 - we would like our TV now please. Something very fishy about all this...,789297,789287,@119625 Do we we have to complete all the episodes of a given tv show title?,"@210015 No, stream any 5 unique titles of videos (movies or TV series or a mix of both) available on Amazon Prime Video. ^PS",32.541113198986324
93,3,Second TV attempted to be delivered and Second TV to do a vanishing act. Come on @115830 - we would like our TV now please. Something very fishy about all this...,805628,805628,@115830 my tv arrived all smashed and broken 😢😢😢 https://t.co/TeuxSTrZch,"@311971 We're sorry to see this, Andrew! Please contact our support team to review available return options: https://t.co/hApLpMlfHN ^WM",29.37317231768789
93,4,Second TV attempted to be delivered and Second TV to do a vanishing act. Come on @115830 - we would like our TV now please. Something very fishy about all this...,897607,897609,@116618 I would like to but Amazon Prime app hasn't worked on our Samsung TV since May. Multiple customer service contacts went nowhere,@333166 I'm sorry to hear this! Please try the steps here and keep us posted: https://t.co/KnZxonA482 ^BH,28.737057004424685
93,5,Second TV attempted to be delivered and Second TV to do a vanishing act. Come on @115830 - we would like our TV now please. Something very fishy about all this...,2550288,2550288,Hey @115830 when do you plan to let us control Fire TV with our Echo here in London?,"@147602 I'm sorry, we don't have insight into future availability. Please continue checking our site for updates. ^JF",28.643817357368032
94,1,"@120533 bjr, je souhaiterais faire jouer la garantie du doudou chant ourson n° de commande 404-7236011-2098702. Comment faire? VTech explique que c'est à Amazon de faire jouer la garantie",1532976,1532981,@AmazonHelp je vois pas comment faire à partir de la page de l'article en fait,@475467 Vous pouvez contacter notre SAV via le lien suivant : https://t.co/qzuu0dgDXz ^MD,44.81758670133802
94,2,"@120533 bjr, je souhaiterais faire jouer la garantie du doudou chant ourson n° de commande 404-7236011-2098702. Comment faire? VTech explique que c'est à Amazon de faire jouer la garantie",1049809,1049809,"Merci @120533 de me faire patienter +1 mois avant de pouvoir jouer a GT Sport, je me ferais une joie de re-précommander chez vous....","@368116 Bonjour, s'agit-il d'un retard de livraison ? ^YL",42.47228834620559
94,3,"@120533 bjr, je souhaiterais faire jouer la garantie du doudou chant ourson n° de commande 404-7236011-2098702. Comment faire? VTech explique que c'est à Amazon de faire jouer la garantie",2605732,2605734,"@AmazonHelp Le problème est que selon Apple, le produit date du 11 janvier 2016, et je ne peut donc pas faire fonctionner la garantie",@733794 Si vous avez acheté l'article neuf il doit être toujours sous garantie Avez-vous signalé cela à notre SAV ? ^MH,41.82312591819179
94,4,"@120533 bjr, je souhaiterais faire jouer la garantie du doudou chant ourson n° de commande 404-7236011-2098702. Comment faire? VTech explique que c'est à Amazon de faire jouer la garantie",1349159,1349155,@AmazonHelp Du coup la garantie de livraison donne droit à un bon d'achat en compensation ?,@196669 Il faudra en faire la demande à notre SAV également qui vous proposera la solution la plus adéquate. ^KE,41.50027197160658
94,5,"@120533 bjr, je souhaiterais faire jouer la garantie du doudou chant ourson n° de commande 404-7236011-2098702. Comment faire? VTech explique que c'est à Amazon de faire jouer la garantie",1676426,1676426,votre date de livraison garantie c'est au bon vouloir du livreur ou de votre logistique ? @120533,"@509971 Bonjour, est-ce que vous avez un souci avec une commande en cours? ^ASZ",40.483603180607744
95,1,@115850 why is there this line on the new book I just received? I like my books neat and clean. https://t.co/UQkIpzWOTe,69267,69267,"@116618 Hi, is there a reason why this line exists? Its on your new app for the Roku. Is there any way to fix it? https://t.co/Q43xHjU5pJ",@131676 Thanks for making us aware! We are unable to see the line you are referring to in this image. Does the line appear when you are viewing specific content through Amazon Video? ^SH,22.897303096194044
95,2,@115850 why is there this line on the new book I just received? I like my books neat and clean. https://t.co/UQkIpzWOTe,130241,130241,The @1016 app says I have to purchase books on the @115821 app. The app doesn’t accept my Audible credits. I just want to get a new book for bed 😫,"@145373 Hi, have you come across this problem in the past? ^KI",19.219938621375924
95,3,@115850 why is there this line on the new book I just received? I like my books neat and clean. https://t.co/UQkIpzWOTe,2602186,2602188,@AmazonHelp I actually haven't. I just let the books sit there taunting me. Is there a good channel to report when I feel a book has good reviews while being substandard?,@736482 As well as reviewing the book on the website you can reach us here: https://t.co/hApLpMlfHN to report the content. ^JJ,18.52741223896622
95,4,@115850 why is there this line on the new book I just received? I like my books neat and clean. https://t.co/UQkIpzWOTe,661338,661339,@115821 @AmazonHelp I JUST pulled this book out the package and this is what I got.,@277586 I'm sorry for the way your book arrived! This isn't the expectation we've set! You can return your book for a replacement here: https://t.co/q4LAMZ3tbE ^AC,18.03962303154431
95,5,@115850 why is there this line on the new book I just received? I like my books neat and clean. https://t.co/UQkIpzWOTe,1586778,1586777,@AmazonHelp I called again and now the new person is saying. There is nothing like that written here.,@488142 Apologies for the confusion. Please fill this form: https://t.co/beaaDm0muc &amp; we'll get back to you with an update. ^RS,18.01066754644229
96,1,"@115850 Account locked for doing US seller transaction using amazon pay. Multiple mail/call, still no response from your side. Please check it",2652464,2652464,"@115850 I have requested return on 4th October and its been a month, no response from your side. No replies by the seller after multiple emails Please look into the matter. #Amazon #Worst_Seller https://t.co/SvQ3bn8JT7","@748055 Apologies for the stretch. I'd like to help you with this, please drop in your details here: https://t.co/GIJyeYqKE0 &amp; I'll contact you at the earliest. Please don’t provide your order details as we consider them to be personal info. Our page is visible to public.^AH",26.258227779103162
96,2,"@115850 Account locked for doing US seller transaction using amazon pay. Multiple mail/call, still no response from your side. Please check it",2435005,2435007,@AmazonHelp Can't login it says Account locked Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account.,@698685 We'd like to look into this with you. Please choose to skip log in at the bottom of the page and leave us your details here: https://t.co/5dINh2SzfF ^MH,26.00341228804098
96,3,"@115850 Account locked for doing US seller transaction using amazon pay. Multiple mail/call, still no response from your side. Please check it",1128666,950920,@AmazonHelp I have responded but no response from your side.,@345560 We've our team working on your concern &amp; will write back soon with an update. Appreciate your patience.^SF,24.186281888475524
96,4,"@115850 Account locked for doing US seller transaction using amazon pay. Multiple mail/call, still no response from your side. Please check it",227848,227852,"@AmazonHelp No response from your side! Was promised to settle down within 3-5days, yet no response from your side. No customer satisfaction",@170332 We'd like to have a look. Please reply to our email correspondence with further query on this and we'll be happy to help. ^AB,23.260464971770546
96,5,"@115850 Account locked for doing US seller transaction using amazon pay. Multiple mail/call, still no response from your side. Please check it",2719455,2719455,@118919 My account got debited yesterday with some amount no clarification from your side. There is no response from your customer care team as well.,"@763163 Sorry to know you have an unknown charge. I'd like to take a closer look into this, please share your details on the link here: https://t.co/GIJyeYqKE0 and I'll get back to you soon. ^PS",22.807165066101128
97,1,"Recibo una media de quince paquetes mensuales de @116928 y LOS ÚNICOS que siempre entregan con retraso, son @135806 @137605",2122267,2122267,Me encanta cuando @135806 corta los códigos de barras de los envíos con tanta delicadeza que se carga la caja de tu juego...😒 @137605 @116928 https://t.co/a85qCsFyDD,"@625243 Lamento el inconveniente Antonio, ¿el producto se encontraba correctamente? ^KS",37.72461391726555
97,2,"Recibo una media de quince paquetes mensuales de @116928 y LOS ÚNICOS que siempre entregan con retraso, son @135806 @137605",1432404,1432404,Encantada con el trato que recibo siempre tan maravilloso por parte de @116928 . Siempre dan soluciones y facilidades. Así da gusto!,"@452605 Nos encanta saber que estás feliz con nuestros servicios, nos motiva a mejorar día con día.😍💕😄 ^KS https://t.co/wiyDNUu70a",36.67913561796591
97,3,"Recibo una media de quince paquetes mensuales de @116928 y LOS ÚNICOS que siempre entregan con retraso, son @135806 @137605",1450028,1450028,@116928 vergüenza de que trabajéis con @130709 que entregan los paquetes cuando a ellos les viene en gana. 2 dias en casa esperando,"@456474 Hola Santi, lamentamos el inconveniente. ¿Que fecha estimada de entrega tiene tu pedido? ^MB",36.04660385420357
97,4,"Recibo una media de quince paquetes mensuales de @116928 y LOS ÚNICOS que siempre entregan con retraso, son @135806 @137605",2283042,2283042,Y ya van dos envíos de @116928 con los que tengo problemas de entrega... repartidor @137605 y no he recibido ninguno... 😡😡😡😡,"@663528 Lamento el inconveniente, Dani. ¿Has contactado con la compañía de transporte para obtener más detalles? ^JQ",35.1675665966513
97,5,"Recibo una media de quince paquetes mensuales de @116928 y LOS ÚNICOS que siempre entregan con retraso, son @135806 @137605",2613172,2613172,Empiezo a estar un poco frustrado con que en los paquetes de @116928 ponga una fecha de entrega y a la hora de la verdad lleguen dias mas tarde,"@475249 Hola Ivan, lamento cualquier inconveniente. ¿Podrías informarme si tienes algún pedido pendiente de entrega? ^AZ",34.90763696087397
98,1,@115850 i cannot call the coustomer care as they are saying that we couldn't find your order and call gets disconnected. Actually this is my 3rd tweet and no one is responding!! Very disappointed from amazon coustomer care @AmazonHelp,318414,318414,@115850 your coustomer care executive instead of giving proper sol they are saying that they will disconnect my call.is this how you treat,@191577 I'm sorry for the trouble you've faced. Kindly drop in your details here: https://t.co/beaaDm0muc &amp; I'll reach out to you. ^EM,46.885778678702586
98,2,@115850 i cannot call the coustomer care as they are saying that we couldn't find your order and call gets disconnected. Actually this is my 3rd tweet and no one is responding!! Very disappointed from amazon coustomer care @AmazonHelp,396015,396013,@115850 @AmazonHelp @AmazonHelp the call to customer care disconnects saying that they could not find my order (automated voice),@209757 Please connect with the support team from here: https://t.co/vlvfJr4nN9. At the page you can skip the reason for contact. ^HA,41.59950530973737
98,3,@115850 i cannot call the coustomer care as they are saying that we couldn't find your order and call gets disconnected. Actually this is my 3rd tweet and no one is responding!! Very disappointed from amazon coustomer care @AmazonHelp,2011964,2011965,@AmazonHelp It’s saying we are unable to find ur order and the call is been disconnected,@594938 I’d like to understand this better. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^RD,38.16621382782043
98,4,@115850 i cannot call the coustomer care as they are saying that we couldn't find your order and call gets disconnected. Actually this is my 3rd tweet and no one is responding!! Very disappointed from amazon coustomer care @AmazonHelp,779531,779531,@115821 @115850 your coustomer care executives are giving me false promises from last one week .. so pissed of now .. any help you can do?,@306167 We're sorry about your experience with our support team. Could you elaborate on what went wrong so we could check? ^HK,36.492023480235304
98,5,@115850 i cannot call the coustomer care as they are saying that we couldn't find your order and call gets disconnected. Actually this is my 3rd tweet and no one is responding!! Very disappointed from amazon coustomer care @AmazonHelp,2275969,2275981,@AmazonHelp When I try to call you I get a pre recorded reply saying 'could not find your order' and the call gets disconnected. That's why Twitter is the last option. Pls help!!!! Losing patience now,@661966 That's strange. Please share your details here: https://t.co/7GkrhfCjVM and I'll sort this out. ^SH,34.83719179317957
99,1,"@AmazonHelp hi, order says delivered but order has not been delivered - so where is it??",286845,286845,@AmazonHelp Your Amazon.in order #6954724 has been delivered. Wondering where is the order has been delivered to. Check where is it?,"@184344 I'm sorry about the situation. We'd like to check this, kindly connect with us here: https://t.co/vlvfJr4nN9? ^RB",31.750871833210766
99,2,"@AmazonHelp hi, order says delivered but order has not been delivered - so where is it??",749703,749704,@AmazonHelp Order to be delivered on 10th October but 11th is also gone but order has not been delivered,"@234153 Sorry for the delay, Shivam. Please drop in the details here : https://t.co/z1qaDLRtiK. We'll look into it. ^CA",31.58511598312271
99,3,"@AmazonHelp hi, order says delivered but order has not been delivered - so where is it??",286268,286268,@AmazonHelp I've had an email to say my parcel has been delivered today through my letterbox but it hasn't ?! Where is it??,"@184200 Thanks for letting us know, Fraz! Let's see if we can find your parcel by following these steps: https://t.co/gGDBcX4hFR ^FD",27.96825830578006
99,4,"@AmazonHelp hi, order says delivered but order has not been delivered - so where is it??",1331190,1331190,"@AmazonHelp My order is missing, showing as delivered and signed for but I haven't got it??",@430554 Sorry to hear this! Have you tried these tips for locating missing packages scanned as delivered: https://t.co/6pyEKYbLpn ? ^TH,27.87188790314437
99,5,"@AmazonHelp hi, order says delivered but order has not been delivered - so where is it??",773844,773845,@AmazonHelp Order has not been delivered for a week. And your CSR says wrong committment was given,"@304861 I'm sorry to know your order isn't delivered yet. Kindly fill your details here: https://t.co/GIJyeYqKE0, I'll look into it. ^NR",26.786756641683112
100,1,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife.
@115833 #echo #alexa",1398504,1398505,@AmazonHelp It magically got enabled today. I can get multi room music now on all my Echo,@445085 That's amazing! ^HA,45.13544100674269
100,2,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife.
@115833 #echo #alexa",238006,238008,@AmazonHelp I'm wondering about the multi room feature.,@172640 Here's a link from our help pages about using the multi-room music. Is this what you're looking for? https://t.co/LEAbnHxKJW ^MJ,43.49683320894862
100,3,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife.
@115833 #echo #alexa",1480160,1480160,@115821 why does selecting one #echo on the same wifi network disable the other when creating a multi room music group ? https://t.co/di1Eo3I4gi,@119906 Sorry to see this. Please reach out to us directly here: https://t.co/hApLpMlfHN and we can look into this. ^PK,42.92222733986181
100,4,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife.
@115833 #echo #alexa",1715285,1715286,@AmazonHelp Currently have 2 echos .. 1 is plus one is regular but I want to use my normal prime music on iPhone to control and change songs on multi rm,@519485 You can find help with playing music on multiple Echo's here: https://t.co/IWNEAO6A7z. Let us know if this helps. ^FJ,40.65904742479485
100,5,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife.
@115833 #echo #alexa",2695687,2695687,@115821 my echos all show “firmware update required” for setting up multi room. It’s been like that for a week. How do I force it to update? Dot and echo 2.,"@188987 I'm sorry for the trouble! Please get in touch with us directly for further assistance. We're available 24/7 via Phone, Chat, and E-mail here: https://t.co/hApLpMlfHN. ^EZ",39.578103672934915
101,1,"@120534 Et @120533 arrêtez vite d’utiliser ces cancrignolles de Colis Privé comme livreurs, ça ne s’est jamais bien passé",1541002,1541002,"Colis Privé c’est vraiment un fléau @120533 arrêtez de traiter avec eux, et dites moi où est passé mon colis au passage @amazonhelp","@477581 Bonsoir, avez-vous une commande en retard actuellement ? Que dit le suivi de votre colis ? ^MH",37.941568849320824
101,2,"@120534 Et @120533 arrêtez vite d’utiliser ces cancrignolles de Colis Privé comme livreurs, ça ne s’est jamais bien passé",2166605,2166605,"Non mais je rêve ,je vois la livreuse elle signe l’avis de passage et elle part tranquille ! Arrêtez d’embaucher des personnes incompétentes,j’étais belle et bien chez moi @120534 @120534 @120533","@381570 Bonjour, je suis sincèrement navrée d'apprendre cela. L'avez-vous signalé à notre SAV s'il vous plaît? ^SA",30.551512615972516
101,3,"@120534 Et @120533 arrêtez vite d’utiliser ces cancrignolles de Colis Privé comme livreurs, ça ne s’est jamais bien passé",2634760,2634760,SVP @120533 ne donnez plus nos colis à @120534 ça met 5 jours au lieu de 1 seul.,"@743824 Bonsoir, Je suis désolée d'apprendre cela. Pourriez-vous me fournir plus de détails sur le souci de livraison? ^MD",29.964712287416198
101,4,"@120534 Et @120533 arrêtez vite d’utiliser ces cancrignolles de Colis Privé comme livreurs, ça ne s’est jamais bien passé",2779224,2779224,"@120534 @120533 Je découvre qu'Amazon détient une partie de Colis Privé .. du coup moins surpris de voir qu'après 10 colis perdus, Amazon continue de travailler ac cette société. Ne changez rien !","@738460 Bonjour, rencontrez-vous un problème avec une commande en cours je vous prie? ^BR",26.9773607314576
101,5,"@120534 Et @120533 arrêtez vite d’utiliser ces cancrignolles de Colis Privé comme livreurs, ça ne s’est jamais bien passé",2675981,2675981,Quand tu reçois jamais tes colis @120533 prime dans les délais avec @120534 https://t.co/FaQNerFwHb,"@753205 Bonjour, je suis navrée pour ce désagrément, avez-vous signalé cet incident à notre service client ? ^ASZ",26.28145669041143
102,1,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,2290330,2290330,@115850 what is the purpose of getting prime when you can't deliver next day despite an office address was given?,"@665309 That's certainly not what we thrive to deliver. Kindly elaborate your concern, we would like to help you. ^CB",26.574641937592137
102,2,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,796414,796423,@AmazonHelp Are you guys escalating? If there is a rain or if the items are damaged will you guys offer me a refund??,"@309907 To go over your options, please contact us via the link provided by ^MH. Thanks for reaching out. ^CO",25.241707704284583
102,3,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,2618176,2618177,"@AmazonHelp what do you mean by ""we wouldn't be able to promise""? it says you guys will deliver it by Monday?","@739909 I get you concern, Inshaf. The products are usually delivered till 8Pm in the evening according to the connected courier support on the delivery date and we wouldn't be able to promise you the exact time of the delivery. So, request you to wait and keep us posted. ^NK",22.65719807990514
102,4,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,313854,313842,"@AmazonHelp Are you as,img the and question to annoy me or. Because you are stupid?",@190939 Just to confirm Paul- We wouldn't charge you for an order until dispatch- if the order has not yet dispatched you can cancel. ^NV,22.30812856226219
102,5,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,11594,11594,Bit of a piss take really now @115830 - was promised it by 9pm today. https://t.co/QKJ9a5DIki,@118232 Oh no! Let's talk about this in real time. Please call or chat with us here: https://t.co/wMcUf6lHpn ^BA,21.85693305396902
103,1,@115850 Hello Guys I need to buy Moto g5s plus before one  hour I was able exchange my old phone but now that option is not available. Pls check and revert me asap.,2769754,2769755,@AmazonHelp I want moto g5s plus exchange with moto g5 plus but i m in kolkata,"@774352 I get your concern. As mentioned earlier availability of Exchange Offer for a product depends on several factors including delivery location and availability of Buyback partners for that location. However, you may try placing the order using different pin codes. ^MN",38.16422390039127
103,2,@115850 Hello Guys I need to buy Moto g5s plus before one  hour I was able exchange my old phone but now that option is not available. Pls check and revert me asap.,680722,680722,@115821 I was trying to buy a phone while selecting exchange option moto c plus is not showing in the list it is relatively new phone. And your rival flipkart is giving 4900 ka exchange for this device,"@282430 I'm sorry to know that your mobile isn't eligible for the exchange offer. The list of used products accepted under the Exchange Offer program is dependent on our buyback partners and hence is dynamic. However, I'll share your comments as feedback internally. ^EM",31.648726607370172
103,3,@115850 Hello Guys I need to buy Moto g5s plus before one  hour I was able exchange my old phone but now that option is not available. Pls check and revert me asap.,130378,5159,@115850 I am ready for the new view I bought one plus 5 it's one month old what will do for that so kindly exchange my old one plus 5 and I can buy new one plus 5T with better price.,@144285 The list of used products accepted under the Exchange Offer program is dependent on our exchange partners and hence is dynamic. Please refer here: https://t.co/pF7XoNG2HB for more information on exchange. ^AP,30.715771222545907
103,4,@115850 Hello Guys I need to buy Moto g5s plus before one  hour I was able exchange my old phone but now that option is not available. Pls check and revert me asap.,139907,139907,"I ordered Moto g5s plus from @115850 in exchange of my Galaxy j5 and delivery agent was not sure whether my phone was acceptable or not he told me his senior will come and examine it. Now my order is returning to seller because it was refused at delivery address, who's fault ?",@147562 I'm sorry you've not received the order. Please report it to our support team here: https://t.co/2t6DQoUmNZ we'll look into it and reach out to you. ^AP,29.995984576391546
103,5,@115850 Hello Guys I need to buy Moto g5s plus before one  hour I was able exchange my old phone but now that option is not available. Pls check and revert me asap.,1003701,1003702,@AmazonHelp I am trying to exchange my moto c plus but is is not in the list,"@313372 The exchange facility is available to limited products only, available options are already listed under exchange options. ^MJ",29.732331363774577
104,1,#AmazonRechargesQuiz  @Amazonhelp where is a winner list today Dec 1st,2663713,2663714,@AmazonHelp Today 31 October Where The Winner List For #MaggiNutriQuiz And Other Contest,@750619 You can find it here: https://t.co/HT3nO9sqU2 and please let us know the other contest name to help you with. ^RW,27.450313826926287
104,2,#AmazonRechargesQuiz  @Amazonhelp where is a winner list today Dec 1st,2663714,2663714,@AmazonHelp Where Are Winner List Of #MaggiNutriQuiz Contest???,@750619 The winners list will be announced by 30th October 2017. ^NS,27.11535219440894
104,3,#AmazonRechargesQuiz  @Amazonhelp where is a winner list today Dec 1st,2923442,2923455,@AmazonHelp What is the status of amazon secret door contest winner list ??,"@809006 Hey, the results are yet to be announced for the ""Secret door competition"". Kindly stay tuned to our website. ^VN.",20.28676229392882
104,4,#AmazonRechargesQuiz  @Amazonhelp where is a winner list today Dec 1st,641698,641698,@AmazonHelp Result of winner contest. Give me the list link https://t.co/CAwlWWwsOW,@272296 We've no news to share on this just now. Once the winners are announced you'll be able to see it on our Twitter page. ^MP,19.601332587130862
104,5,#AmazonRechargesQuiz  @Amazonhelp where is a winner list today Dec 1st,429513,429514,@AmazonHelp Why there is no transparency.. the winner list should be made public.. don't you think so ?,"@217150 Once announced, the details will be listed here: https://t.co/ICRkX2fNTQ for reference, Aklesh. ^JC",17.77269381343379
105,1,@115830 @AmazonHelp Your Customer Service is shocking! Not what i expect from a big company like you!,2497116,2497116,Best customer service from any company I've ever experienced! Thank you! @AmazonHelp @115821,@445392 You are very welcome! Thanks so much for your feedback! Your comments are greatly appreciated! ^NN,26.44815390754929
105,2,@115830 @AmazonHelp Your Customer Service is shocking! Not what i expect from a big company like you!,2367903,2367903,"@115830 new charges aren’t only issues re: disloyalty to customers. Customer service is appalling, customer care even worse. Not what I expect from Amazon.",@683411 Hey John! We never want you to feel that way. We'd love to help if we can! Can you please give us more details on what happened? Thanks! ^AJ,22.96168926307914
105,3,@115830 @AmazonHelp Your Customer Service is shocking! Not what i expect from a big company like you!,865792,865806,"@AmazonHelp Not at all, your customer service is a joke","@325603 Hey Ethan, I'm sorry to hear about the issues. Could you please fill out some details here: https://t.co/R55eEQwSEs so that we can investigate for you? ^PJ",20.442065070229
105,4,@115830 @AmazonHelp Your Customer Service is shocking! Not what i expect from a big company like you!,2291158,2291158,@115830 your customer service is terrible! Just like to steal my money!!,"@665469 Hi Shirelle- Without providing personal info, can you explain further what has happened? Thank you. ^NV",20.356679292343223
105,5,@115830 @AmazonHelp Your Customer Service is shocking! Not what i expect from a big company like you!,2166456,2166460,@AmazonHelp Unacceptable from such a big company and being a customer for so many years of the https://t.co/Kds9bKcX4a I’m shocked from such treatment!,"@635841 When the order has been canceled, have you received an email explaining why did it got canceled please ? ^KE",20.15315258161671
106,1,"Aujourd'hui, j'ai eu une camionnette de livraison rien que pour moi. Et le pire ? J'ai la même chose demain. @120533 😍😘 https://t.co/iUnLTNKUsP",1613566,1311268,@494997 @120533 J'ai même payé pour avoir la livraison prioritaire et la console part le 8 pour une livraison le 9... sinon c'était livraison le 13 ou 14!!,@426415 Vous m'en voyez sincèrement navrée. L'avez-vous signalé à notre SAV s'il vous plaît? ^SA,47.2119210176962
106,2,"Aujourd'hui, j'ai eu une camionnette de livraison rien que pour moi. Et le pire ? J'ai la même chose demain. @120533 😍😘 https://t.co/iUnLTNKUsP",260372,260373,@AmazonHelp tnt uk. j'ai mis livraison le soir même j'ai rien reçu est ce que je peux etre rembourser de la livraison ?,@177958 Contactez s'il vous plaît notre service client pour qu'ils vous aident via https://t.co/hgIrz98cdI ^YL,46.455116702740305
106,3,"Aujourd'hui, j'ai eu une camionnette de livraison rien que pour moi. Et le pire ? J'ai la même chose demain. @120533 😍😘 https://t.co/iUnLTNKUsP",2386053,2386050,"@AmazonHelp En cours de livraison, mais la dernière fois j'ai eu la même chose et j'ai reçus le colis le lendemain.. Je vous tiens au courant","@687658 D'accord, merci de nous tenir informé de la situation, nous restons à votre disposition en cas de besoin. ^SA",43.285575414384965
