golden_example_id,rank,usefulness,actionability,reason
78,1,1,0,closely related circumstance of unavailable content
78,2,1,0,similar circumstance of requesting content updates
78,3,1,0,closely related circumstance regarding availability of Mr. Robot season 3
78,4,1,0,closely related circumstance and similar support workflow
78,5,1,0,similar circumstance of waiting for a show and seeking updates
79,1,1,1,Both customers are asking about playing music from a list on their device through Alexa.
79,2,1,0,closely related circumstance of playing a playlist
79,3,0,0,"The historical question is about playing a playlist from Saavn, which is unrelated to shuffling music from an Echo playlist."
79,4,1,0,closely related circumstance of playing a playlist
79,5,1,0,closely related circumstance and similar support workflow
8,1,2,1,both customers expressed positive sentiments about the delivery arrival.
8,2,1,0,similar sentiment and context of first-time purchase
8,3,1,0,similar sentiment and context of receiving a product
8,4,2,1,"both messages indicate receipt confirmation and positive sentiment, which could help in addressing the current customer's message."
8,5,1,0,closely related sentiment and response format
80,1,1,0,similar circumstance of delivery issues with intelcom
80,2,1,0,similar circumstance of delayed delivery and need for confirmation of delivery date
80,3,1,0,similar circumstances of delayed delivery and contacting the carrier without success
80,4,1,0,closely related circumstance of delayed delivery and customer dissatisfaction
80,5,1,0,similar circumstance of delayed delivery and unresponsive carrier
81,1,0,0,The historical interaction is about email address issues and does not relate to spam emails.
81,2,0,0,"the historical message is about delivery issues with mail carriers, not spam."
81,3,0,0,"the historical interaction is about tracking and delivery issues, not spam."
81,4,0,0,the historical message is about a different issue (spam vs. email verification)
81,5,0,0,The historical message is about delivery issues and does not relate to spam emails.
82,1,1,0,similar complaint about order cancellation and lack of communication
82,2,1,0,closely related circumstance of order cancellation and refund issues
82,3,1,0,similar frustration with order cancellation issues and potential system errors.
82,4,1,0,closely related circumstance of order cancellation and refund issues
82,5,1,0,similar issue of unauthorized charges and cancelled orders
83,1,1,0,closely related circumstance of a customer with a Prime subscription issue
83,2,0,0,different underlying issues with no relevant troubleshooting steps.
83,3,0,0,"The historical customer's issue is about non-delivery of orders, while the current customer inquires about a subscription and product purchases."
83,4,1,0,similar circumstance of purchasing vinyl and CD
83,5,1,0,closely related circumstance involving Amazon Prime subscription and issues with delivery
84,1,0,0,两者情境完全不同，一个是关于收到商品的反馈，另一个是关于购买商品后的感受。
84,2,0,0,the historical message is about a different product and does not address any issues with received items.
84,3,1,0,相似的的情况，涉及未收到全部包裹的问题，但没有具体的解决步骤。
84,4,1,0,相似的的情况，涉及意外收到物品，但没有订单记录。
84,5,0,0,两者问题和上下文完全不同，一个是关于猫的包裹，另一个是关于取消Prime会员自动续订。
85,1,1,0,similar circumstance of delivery issues and lack of communication
85,2,1,0,similar circumstance of delayed delivery and need for follow-up
85,3,1,0,similar frustration with delayed delivery and lack of updates.
85,4,1,0,similar frustration with unresponsive courier and lack of delivery despite multiple attempts
85,5,1,0,similar complaint about unverified 'customer not available' claims
86,1,1,0,similar circumstance of receiving a damaged product
86,2,0,0,The historical interaction does not address the issue of returning an expired product.
86,3,1,0,closely related circumstance of receiving an expiring item
86,4,1,0,similar troubleshooting for returning a problematic product
86,5,1,0,closely related circumstance of receiving an expired product
87,1,1,0,closely related circumstance of retrieving invoices
87,2,1,0,closely related circumstance of requesting VAT invoice information
87,3,2,1,"Both customers are asking about retrieving a VAT invoice for Amazon Prime membership, and the historical response provides a concrete method."
87,4,1,0,similar request for invoice and related process of contacting support
87,5,1,0,closely related circumstance of needing an invoice copy
88,1,1,0,closely related circumstance of a photo being included in delivery notifications but incorrect location shown
88,2,1,0,similar circumstance of missing package and lack of notification
88,3,1,0,similar circumstance of wrong delivery location
88,4,2,1,The historical interaction shows a similar issue of incorrect delivery location and provides a concrete action for the customer to take.
88,5,0,0,The historical interaction does not address the issue of incorrect delivery location.
89,1,1,0,closely related circumstance of delayed delivery
89,2,1,1,Both customers have had issues with delivery delays and suggest contacting the delivery service for updates.
89,3,1,0,both customers report issues with delivery delays and lack of communication.
89,4,1,0,similar frustration with delayed delivery and lack of communication
89,5,1,0,closely related circumstance of delayed delivery and need for customer to check with carrier
9,1,1,0,similar circumstance of repeated order issues
9,2,0,0,"The historical customer's issue was about product quality, not delivery."
9,3,1,0,similar circumstance of delayed delivery for Prime members
9,4,1,0,similar circumstance of orders not arriving on time
9,5,0,0,The historical customer's issue is unrelated to the current customer's problem.
90,1,1,0,closely related circumstance of delayed delivery under Prime membership
90,2,1,0,closely related circumstance of delayed delivery under Prime membership
90,3,1,0,closely related circumstance of delayed Prime delivery
90,4,1,0,closely related circumstance of delayed delivery
90,5,2,1,Both customers express frustration with long delivery times for Prime orders and seek clarification on the value of Prime membership.
91,1,1,0,closely related circumstance of using Fire TV Stick for watching sports and YouTube
91,2,0,0,历史记录与当前客户的问题无关，没有提供关于Amazon Fire TV Stick或服务的相关信息。
91,3,0,0,no relevant information about using Amazon Fire TV Stick
91,4,0,0,无相关性，历史交互与当前顾客的问题无关。
91,5,2,1,"same product and usage scenario, provides context on benefits of Fire TV Stick"
92,1,1,0,similar troubleshooting of delivery issues
92,2,0,0,different issue related to delivery date and additional shipping fees.
92,3,1,0,closely related circumstance of delivery delay
92,4,0,0,different issue and circumstances.
92,5,1,0,closely related circumstance of delivery issues
93,1,1,0,similar circumstance of receiving damaged TVs
93,2,0,0,The historical interaction does not address the issue of a missing TV and does not provide relevant information.
93,3,1,0,closely related circumstance of disputed delivery attempt
93,4,1,0,similar circumstance of multiple delayed orders
93,5,1,0,similar circumstance of delivery issues and need for resolution
94,1,0,0,the historical message is unrelated to the current customer's issue with warranty claims.
94,2,0,0,historical message is unrelated to warranty claims.
94,3,1,0,closely related circumstance of contacting SAV
94,4,0,0,the historical message does not address the issue of warranty claims.
94,5,0,0,the historical customer's issue and the current customer's issue are different.
95,1,1,0,similar circumstance of receiving a book in unexpected condition
95,2,0,0,The historical customer's issue is unrelated to the current customer's concern about a line on a new book.
95,3,0,0,"the current customer's issue is about a line on a new book, while the historical customer's issue was about damaged books."
95,4,1,0,similar circumstance of receiving a book with issues
95,5,0,0,"the current customer's issue is about a line on the book, not missing information."
96,1,0,0,different issue (account lock vs. return request)
96,2,1,0,similar circumstance of account lock and multiple attempts to resolve
96,3,1,0,similar issue of account lock due to transaction and need for further action.
96,4,1,1,Both customers are experiencing account lock issues and the historical response suggests checking spam/junk folders.
96,5,1,0,similar circumstance of unresolved account issues
97,1,1,0,closely related circumstance of delayed deliveries from the same seller
97,2,2,1,both customers have issues with delayed deliveries from the same seller and suggest contacting the carrier as a next step.
97,3,0,0,different underlying issues (delay vs. late delivery)
97,4,1,0,closely related circumstance of delayed deliveries from the same sellers
97,5,0,0,The historical customer did not mention any issues with deliveries and praised the service of @116928.
98,1,1,1,"The historical interaction shows a similar issue of calls being disconnected due to an order not being found, which provides context and a potential solution."
98,2,1,0,similar frustration with customer care and disconnection issues
98,3,2,1,same underlying issue of difficulty contacting customer care
98,4,1,0,similar troubleshooting of unresponsive customer service
98,5,1,0,similar frustration with customer care and difficulty in contacting them
99,1,1,0,closely related circumstance of delayed delivery
99,2,2,1,same underlying issue of missing delivery and similar troubleshooting steps provided.
99,3,2,1,same underlying issue of a missing delivery and provides a link to potential solutions.
99,4,1,0,closely related circumstance of order being marked delivered but not received
99,5,1,0,similar circumstance of delayed delivery and seeking clarification
