golden_example_id,rank,query,customer_tweet_id,conversation_root,historical_customer_text,brand_response,dense_score
101,3,"@120534 Et @120533 arrêtez vite d’utiliser ces cancrignolles de Colis Privé comme livreurs, ça ne s’est jamais bien passé",326308,326308,"@120533 mon colis est dit ""livré"" or il ne l'a jamais été ??????","@193739 Bjr, je suis sincèrement désolé d'apprendre cela, avez-vous effectué des recherches auprès de votre voisinage ? ^RA",0.7867921590805054
101,4,"@120534 Et @120533 arrêtez vite d’utiliser ces cancrignolles de Colis Privé comme livreurs, ça ne s’est jamais bien passé",2385401,2385401,"Cher @120535 encore 1 fois vous nous avez ""privé de colis"" en prétendant avoir déposer le colis ds boite au lettre - FAUX @2600","@687513 Bonjour, je suis sincèrement navrée d'apprendre cela. L'avez-vous signalé à notre SAV s'il vous plaît? ^SA",0.7796937227249146
101,5,"@120534 Et @120533 arrêtez vite d’utiliser ces cancrignolles de Colis Privé comme livreurs, ça ne s’est jamais bien passé",1346617,1346617,"Coucou @120533 @120534 Il se passe quoi sur ma commande ? Depuis que c'est Colis Privé qui a pris le relais, no news :/","@434023 Bonsoir, désolée pour cela, est-ce qu'il s'agit d'un retard de livraison ? ^KE",0.7748103141784668
102,1,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,2150992,2150992,@115821 why try &amp; deliver a package to a business address at 19.30? do the same the next day when I’d called you &amp; you said 1pm delivery 🤔🤔,@632154 I'm sorry for the frustration. We'd like to take a look. Please reach us via phone or chat here: https://t.co/oGDklGgbCZ ^SJ,0.7146366834640503
102,2,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,619217,619217,@115850 @115821 why don't u deliver things before 5 when I give a office address. You guys expect me to sit in office till 10pm?,"@266936 My apologies, Bibin. May I know If you've contacted our support team regarding the issue? If not, please reach out to them here: https://t.co/R3EfhzgU8B and keep us posted. ^NK",0.6770074367523193
102,3,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,1314559,1314559,@115830 how many times does someone need to call up about the same problem with your prime deliveries ?! Commercial address del time 8pm?!,@427117 Very sorry to hear this. May I ask who is the carrier delivering the parcel? We will certainly try to help if possible. ^CR,0.6769194602966309
102,4,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,2550705,2550705,@115850 @115821 What is the point of giving delivery date when you people can't deliver on time and customer service hangs up on customer.,"@724657 That is quite a remark, Sumit. Kindly fill in your details here: https://t.co/W5TSYF7QQV and we will get back to you soon. ^KS",0.6648781299591064
102,5,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,168039,168039,"Dear @115830, why on earth did you just attempt delivery to what is quite obviously a work address at 8:30pm? Might it make some sense to deliver to work addresses in the daytime and home addresses in the evening? #HardlyRocketScience","@155091 I apologize for the delivery trouble, Stu! We'd like to get this feedback properly reported and look into available options with you. Please reach us via live phone or chat here: https://t.co/JzP7hlA23B ^CS",0.6612935662269592
103,1,@115850 Hello Guys I need to buy Moto g5s plus before one  hour I was able exchange my old phone but now that option is not available. Pls check and revert me asap.,2384118,2384118,@115850 Placed order for moto g5s plus on 15 oct for delivery on 18 oct. Still waiting for it .tried contacting customer care but no use,@687213 I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert accordingly. ^AB,0.7606938481330872
103,2,@115850 Hello Guys I need to buy Moto g5s plus before one  hour I was able exchange my old phone but now that option is not available. Pls check and revert me asap.,1015603,1015599,@115850 Amazon pickup man asked me for moto g5s plus jbki esa koi phone deliver hi nhi hua @115850 #AmazingExperience,"@360294 Sorry to know that. I'd like to take a closer look into this, please fill this form here: https://t.co/GIJyeYqKE0. ^PS",0.7423722743988037
103,3,@115850 Hello Guys I need to buy Moto g5s plus before one  hour I was able exchange my old phone but now that option is not available. Pls check and revert me asap.,680722,680722,@115821 I was trying to buy a phone while selecting exchange option moto c plus is not showing in the list it is relatively new phone. And your rival flipkart is giving 4900 ka exchange for this device,"@282430 I'm sorry to know that your mobile isn't eligible for the exchange offer. The list of used products accepted under the Exchange Offer program is dependent on our buyback partners and hence is dynamic. However, I'll share your comments as feedback internally. ^EM",0.7291537523269653
103,4,@115850 Hello Guys I need to buy Moto g5s plus before one  hour I was able exchange my old phone but now that option is not available. Pls check and revert me asap.,2769754,2769755,@AmazonHelp I want moto g5s plus exchange with moto g5 plus but i m in kolkata,"@774352 I get your concern. As mentioned earlier availability of Exchange Offer for a product depends on several factors including delivery location and availability of Buyback partners for that location. However, you may try placing the order using different pin codes. ^MN",0.7167978286743164
103,5,@115850 Hello Guys I need to buy Moto g5s plus before one  hour I was able exchange my old phone but now that option is not available. Pls check and revert me asap.,2460751,2460751,@115850 So I had ordered a Moto G5s and I got a Moto G5 plus. Please do something about it. Thank you https://t.co/n2A4CMzr4U,"@704600 Apologies for the mix-up. We never intended to let this happen. Did you report it to our support team? If not, please do it from here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SC",0.7112181186676025
104,1,#AmazonRechargesQuiz  @Amazonhelp where is a winner list today Dec 1st,2102632,2102632,#AmazonPayQuiz Is this winners list out..? @AmazonHelp ... If not where can v check ..when they r out..? Twitter ..? Or any link of amazon ..?,@145380 Here you go : https://t.co/Hcp5e0fUtr. ^AS,0.8025264739990234
104,2,#AmazonRechargesQuiz  @Amazonhelp where is a winner list today Dec 1st,21914,21914,#AmazonPayAppQuiz who's the winner @115850 @AmazonHelp,@120775 I believe the winners will be announced by 7th November. Kindly wait until then. ^AB,0.7970826029777527
104,3,#AmazonRechargesQuiz  @Amazonhelp where is a winner list today Dec 1st,242848,242861,@AmazonHelp @115850 Will Amazon announce the winners.... https://t.co/oXpisoqDAz,@173682 You can check here: https://t.co/2rJOllpxMe ^RW,0.7712453007698059
104,4,#AmazonRechargesQuiz  @Amazonhelp where is a winner list today Dec 1st,1326852,397305,@AmazonHelp Where you will announce the winners? @AmazonHelp,"@429588 The winners will be announced here: https://t.co/yE4QmimzaY, Vaibhav. ^KS",0.7681301832199097
104,5,#AmazonRechargesQuiz  @Amazonhelp where is a winner list today Dec 1st,210412,210417,@AmazonHelp But on the main page it has written that winner will be announced by 25 oct 2017.,"@165804 Sorry for the miscommunication, results would be announced by 25 October 2017. ^GS",0.7505613565444946
105,1,@115830 @AmazonHelp Your Customer Service is shocking! Not what i expect from a big company like you!,845758,845758,@115830 @AmazonHelp well done for yet another cancelled order. Your customer service is shocking.,"@321028 I'm sorry for the trouble, Ben! We'd like to help. Have you received any e-mails with a reason for the cancellation? ^BL",0.9125752449035645
105,2,@115830 @AmazonHelp Your Customer Service is shocking! Not what i expect from a big company like you!,1053503,1053503,@115821 @AmazonHelp I'm extremely frustrated with your customer service,@368928 I'm sorry to hear that! Without sharing personal information can you provide some more details about what's going on? ^LA,0.9080904126167297
105,3,@115830 @AmazonHelp Your Customer Service is shocking! Not what i expect from a big company like you!,1426165,1426165,@115821 @AmazonHelp I wish your customer service would stay as good as it used to be. Your customer service is horrendous as of late!,"@451318 I'm sorry for your poor experience. Without providing personal or account details, will you give some details on what happened? ^LL",0.9077761769294739
105,4,@115830 @AmazonHelp Your Customer Service is shocking! Not what i expect from a big company like you!,2457743,2457743,@115830 @AmazonHelp Are absolutely useless. Worst customer service I’ve ever experienced and one very angry customer 😡😡,@703946 I'm sorry to hear you have had a bad experience. Without giving any personal details can you give me some more info on your issue? ^KK,0.8986310362815857
105,5,@115830 @AmazonHelp Your Customer Service is shocking! Not what i expect from a big company like you!,1260222,1260222,@115821 @AmazonHelp not happy with the customer service,"@415263 Hello, without sharing personal account details can you share with us what has occurred. We would like to help if possible. ^CR",0.8952372670173645
106,1,"Aujourd'hui, j'ai eu une camionnette de livraison rien que pour moi. Et le pire ? J'ai la même chose demain. @120533 😍😘 https://t.co/iUnLTNKUsP",1714505,1714505,"Quand je commande un beau livre, j'aime le recevoir en bon état @120533... https://t.co/M3kLyBeoHS","@519162 Je suis navrée pour ce désagrément, soyez rassuré que notre SAV vous donnera satisfaction via le lien: https://t.co/qzuu0dgDXz ^ASZ",0.6844925284385681
106,2,"Aujourd'hui, j'ai eu une camionnette de livraison rien que pour moi. Et le pire ? J'ai la même chose demain. @120533 😍😘 https://t.co/iUnLTNKUsP",1028403,1028403,@120533 Je leur demande une livraison Mardi prochain ils me livrent aujourd'hui... Vraiment les meilleurs... &lt;3,"@363334 Bonjour, ravie que vous ayez reçu votre colis à temps et j'espère qu'il vous conviendra 💙^FT",0.6831310987472534
106,3,"Aujourd'hui, j'ai eu une camionnette de livraison rien que pour moi. Et le pire ? J'ai la même chose demain. @120533 😍😘 https://t.co/iUnLTNKUsP",697860,697860,"Mdrr le livreur Amazon qui sonne devant chez moi ""excusez moi ma camionnette était en panne ""","@286494 Bonsoir, est-ce que vous avez bien reçu votre colis ? ^ Ko",0.6803327798843384
106,4,"Aujourd'hui, j'ai eu une camionnette de livraison rien que pour moi. Et le pire ? J'ai la même chose demain. @120533 😍😘 https://t.co/iUnLTNKUsP",1905659,1905659,La je crois que c’est le pire que j’ai eu même si c’est souvent n’importe quoi ! @132988 et @120533 J’étais chez moi il a pas sonné ! https://t.co/OeCKk25qGg,"@567854 Bonjour, je suis sincèrement désolée du désagrément causé. Avez-vous signalé cet incident à notre SAV ? ^FA",0.6784700155258179
106,5,"Aujourd'hui, j'ai eu une camionnette de livraison rien que pour moi. Et le pire ? J'ai la même chose demain. @120533 😍😘 https://t.co/iUnLTNKUsP",1501884,1501884,"Les commandes chez @120533 sont de pire en pire, je ne pense pas renouveler le Premium.1/2","@468601 Bonjour, désolée pour cela! Communiquez-moi le lien vers l'article SVP, afin de vérifier si ce dernier est en stock?^FT",0.6779329180717468
107,1,@115821 @115817 keeps sending me in circles!! Not a good look! I just want my items or a refund!,976787,965282,@115850 @115821 OK I will make a refund request,"@349049 Appreciate your patience and understanding, do keep us posted for any further assistance. ^AH",0.7759204506874084
107,2,@115821 @115817 keeps sending me in circles!! Not a good look! I just want my items or a refund!,866152,866152,@115821 wtf ??? You sent Me THE WRONG ITEM AND 14 days later no refund ???HELLO ? NO WAY TO REACH YOU ON YOUR WEBSITE!,"@128272 I'm sorry for the trouble this has caused, Bradley. We'd love to help! Was the item sent by us or a seller? ^VB",0.7538777589797974
107,3,@115821 @115817 keeps sending me in circles!! Not a good look! I just want my items or a refund!,682463,682463,@115821 straight up just refunded me the wrong item. I just give up.,@282886 I am very sorry about the troubles with your refund! Let's take a look! Which Amazon site do you order from? ^FR,0.7525320053100586
107,4,@115821 @115817 keeps sending me in circles!! Not a good look! I just want my items or a refund!,1207298,1207298,@115821 my refund,@403488 Hi Nanak - how can we help ? ^TD,0.750783383846283
107,5,@115821 @115817 keeps sending me in circles!! Not a good look! I just want my items or a refund!,2520609,2520610,@115821 I want a refund,@717949 Oh no! I'm sorry your order hasn't arrived yet! What is the most recent tracking information state? You can check here: https://t.co/Y5jpI9gRhE ^BN,0.743755578994751
108,1,@115821 Gotta love that I pay for Prime and choose 2 day shipping for you to use a shipping method that's gonna take 5 days.,856608,856608,"@115821, I ordered a Prime product Wednesday evening and it hasn't shipped yet. This will be FOUR day shipping IF it goes out today","@323424 That's frustrating, Beth! Did we miss the delivery date quoted here: https://t.co/Y5jpI9gRhE ? ^EA",0.8972212076187134
108,2,@115821 Gotta love that I pay for Prime and choose 2 day shipping for you to use a shipping method that's gonna take 5 days.,2255200,2255200,@115821 starting to think prime is not worth the money since they don’t guarantee 2 day shipping anymore.,"@656865 Two-Day Shipping refers to the transit time, in business days, after an order has shipped. We strive to meet the delivery date shown at checkout and confirmed via e-mail, have we missed this date on a recent order? ^SB",0.8922957181930542
108,3,@115821 Gotta love that I pay for Prime and choose 2 day shipping for you to use a shipping method that's gonna take 5 days.,1166663,1166663,@115821 so glad I pay for prime so the things I buy can be shipped the day they should be delivered #nothappy #guaranteeddelivery #lies,@394427 Has your tracking information been updated for the order? View the order details here: https://t.co/q4LAMZ3tbE ^JS,0.8890023231506348
108,4,@115821 Gotta love that I pay for Prime and choose 2 day shipping for you to use a shipping method that's gonna take 5 days.,1247276,1247276,Oh @115821 you gave me my first disappointment by not delivering prime in two days. #amazonfail #disappointed,@412638 I'm really sorry we disappointed you. We don't like that to happen! Have you received the package in question? ^AJ,0.887061595916748
108,5,@115821 Gotta love that I pay for Prime and choose 2 day shipping for you to use a shipping method that's gonna take 5 days.,1115760,1115760,.@115821 since when was prime shipping more than two days 🙄🙄🙄🙃,"@383286 Two-Day Shipping refers to the time it takes to arrive, in business days. If you run into any issues please, let us know! ^EB",0.8822721242904663
109,1,@AmazonHelp Mais c’est une blague la? Je vous fournis un RIB sa suffit pas ? https://t.co/fAddvA0vwN,1268241,1268251,@AmazonHelp C'est une blague ????????? https://t.co/1nrHt5s8D2,@416949 Désolé pour cela. Merci de nous joindre via https://t.co/hgIrz98cdI pour de plus amples détails après vérification ^KD,0.7144307494163513
109,2,@AmazonHelp Mais c’est une blague la? Je vous fournis un RIB sa suffit pas ? https://t.co/fAddvA0vwN,1135027,1135034,@AmazonHelp C'est une blague? Je vous ai déjà répondu il faut lire les tweets que l'on vous adresse! Cdt.,"@387410 Vous m'en voyez sincèrement navrée, sachez que c'est grâce à vos remontées que nos services s'améliorent.Je vous prie de patienter!",0.6608922481536865
109,3,@AmazonHelp Mais c’est une blague la? Je vous fournis un RIB sa suffit pas ? https://t.co/fAddvA0vwN,2358945,2358946,@AmazonHelp Bonjour non je ne suis pas destinataire. Par contre j'en connais certains. Je peux vius fournir noms et adresses en PM.,"@681280 Vous n'avez pas besoin de nous fournir leurs noms et adresses. Cependant, vous pouvez leur demander de contacter notre SAV pour signaler cela. ^MD",0.648231029510498
109,4,@AmazonHelp Mais c’est une blague la? Je vous fournis un RIB sa suffit pas ? https://t.co/fAddvA0vwN,2600819,2600826,@AmazonHelp Vous vous foutez de moi ? Je viens de vous dire que pour mon cas c'est déjà la 4eme fois !!!!!! C'est intolérable !! J'exige un dédommagement à la hauteur du préjudice ! Aucun mail reçu.,"@736188 Afin que je puisse vérifier votre dossier, merci de remplir ce formulaire via un ordinateur s'il vous plaît : https://t.co/HtUowg2UGX ^FA",0.6395716667175293
109,5,@AmazonHelp Mais c’est une blague la? Je vous fournis un RIB sa suffit pas ? https://t.co/fAddvA0vwN,429068,429066,@AmazonHelp oui oui mais c'est 3 articles meme un 4eme qui devait arriver Samedi mais là c'est un combo,@217039 Pourriez-vous nous communiquer les numéros de suivi de vos colis afin que l'on puisse vérifier cela. ^AR.,0.6349343061447144
110,1,@115850 I see that you regularly post quizzes on your app but never reveal the winners anywhere. It would be good if you publish the winners list with their names and masked phone number so that we can believe it's indeed true. Hope u consider my suggestion,2760912,2760912,@115850 every day there is a contest on your app mostly I complete correctly but never got selected in any contest is there any link where we can know whether we won or anyone other won? If possible show winner list on daily basis.,@171437 The winners of the contests are declared from time to time on our website. You may find it here: https://t.co/ICRkX2fNTQ ^AU,0.8014911413192749
110,2,@115850 I see that you regularly post quizzes on your app but never reveal the winners anywhere. It would be good if you publish the winners list with their names and masked phone number so that we can believe it's indeed true. Hope u consider my suggestion,2389741,2389740,@115850 Why don't you guys announced the winner of App only quiz here also?? We wanna know the winner if not us also! How bout that?,@704275 You may view the contest winners here: https://t.co/gf34JKFzYf.^SF,0.7818967700004578
110,3,@115850 I see that you regularly post quizzes on your app but never reveal the winners anywhere. It would be good if you publish the winners list with their names and masked phone number so that we can believe it's indeed true. Hope u consider my suggestion,439658,439660,@115850 But you never declare the winners in App why??,@219377 Winners of the contest will be declared on Twitter and Facebook. ^SH,0.765118420124054
110,4,@115850 I see that you regularly post quizzes on your app but never reveal the winners anywhere. It would be good if you publish the winners list with their names and masked phone number so that we can believe it's indeed true. Hope u consider my suggestion,1406070,1406070,@115850 I have played so many app contest in the last couple of months..but I have not won any?? can u update me if I have won....,@446831 The winners of contests are contacted individually via email. Kindly keep checking your Inbox/spam/junk folder for updates. ^AP,0.7598128318786621
110,5,@115850 I see that you regularly post quizzes on your app but never reveal the winners anywhere. It would be good if you publish the winners list with their names and masked phone number so that we can believe it's indeed true. Hope u consider my suggestion,1208756,1208753,@115850 When you are going to announce the winner of iPhone8 app quiz?,@170799 The results will be announced soon. Please stay tuned to our official page for update. ^SG,0.7491923570632935
111,1,"So, @115821 ""forgot"" my order so when I went to the pickup location I was told that it would be here tomorrow. #cmonman",150627,150627,@115830 my order says arriving Monday but if I click on it it says tomorrow. Which is it so I can make the necessary arrangements to ensure someone is in,"@150360 We'd love to take a look at the order to ensure what date it will be delivered. We don't have access to account information over Twitter, please call or chat with us here: https://t.co/JzP7hlA23B ^MH",0.7465738654136658
111,2,"So, @115821 ""forgot"" my order so when I went to the pickup location I was told that it would be here tomorrow. #cmonman",2595465,2595465,"@115821 For the second time in a week, my order has been delivered to an amazon pickup location, without me asking for it. Its super annoying and inconvenient.",@734909 I'm sorry for the trouble! Is the pickup location different from the shipping address on your order? You can check here: https://t.co/Y5jpI9gRhE ^LJ,0.7416530847549438
111,3,"So, @115821 ""forgot"" my order so when I went to the pickup location I was told that it would be here tomorrow. #cmonman",1168518,1168518,"@115821 where the hell is my order? It was supposed to be here about 1 week ago , and i still havent recieved it. #upset .",@394858 I'm sorry for the wait! What's the current status of your order here: https://t.co/Y5jpI9gRhE? ^WT,0.7344545125961304
111,4,"So, @115821 ""forgot"" my order so when I went to the pickup location I was told that it would be here tomorrow. #cmonman",2710838,2710838,@115821 I ordered something and got the Saturday arrival. And it's still not here. 😑,"@761154 I'm sorry for the delay. What's the most recent tracking update: https://t.co/Y5jpI9gRhE? Typically, late packages arrive the next business day. ^KB",0.733191192150116
111,5,"So, @115821 ""forgot"" my order so when I went to the pickup location I was told that it would be here tomorrow. #cmonman",810258,810258,So apparently my order from @115830 is being delivered tomorrow but it’s not yet dispatched 🙈😱,"@313064 No worries, Sophie! Parcels can be dispatched and delivered in the same day, so please keep us posted on delivery! ^FD",0.7319623827934265
112,1,"@120533 bjr, j ai commandé une paire de basket en 41 fr. reçu du 42 brésilien...impossible de faire l'échange en ligne. Impossible de vous contacter...
De pire en pire.... mécontentement qd tu nous tiens....",2488489,2488489,"Superbe ouvrage sur un de mes #RPG préférés, malheureusement abimé pendant le transport, envoyé par @120533 ....dans une enveloppe à bulles!!! De pire en pire, on ne m'y reprendra pas 😡 #bravelydefault https://t.co/Ctp19Flb96","@710665 Bonsoir, je suis désolée d'apprendre cela. Vous pouvez laisser une évaluation sur l'emballage via le lien suivant: https://t.co/fRUeb4m1Jf ^BR",0.5738351941108704
112,2,"@120533 bjr, j ai commandé une paire de basket en 41 fr. reçu du 42 brésilien...impossible de faire l'échange en ligne. Impossible de vous contacter...
De pire en pire.... mécontentement qd tu nous tiens....",1567476,1567478,"@AmazonHelp oui, car forcément demande de retour impossible en ligne. Carton sans emballage, sans protection, arrivé aussi éventré que l'intérieur.",@483725 vous pouvez soumettre une évaluation sur le manque d'emballage reçu via le lien suivant : https://t.co/lk935G8fa9 ^ME,0.561269998550415
112,3,"@120533 bjr, j ai commandé une paire de basket en 41 fr. reçu du 42 brésilien...impossible de faire l'échange en ligne. Impossible de vous contacter...
De pire en pire.... mécontentement qd tu nous tiens....",2664644,2664646,@AmazonHelp possible de vous faire un copier/coller en mp ? Ca serait plus simple,@750802 Vous pouvez nous contacter en MP.,0.560669481754303
112,4,"@120533 bjr, j ai commandé une paire de basket en 41 fr. reçu du 42 brésilien...impossible de faire l'échange en ligne. Impossible de vous contacter...
De pire en pire.... mécontentement qd tu nous tiens....",115860,115860,Une commande @120533 marquée comme éligible à un retour mais impossible de le faire :/,"@141796 Bonsoir, désolée pour cela, si j'ai bien compris vous avez un souci avec le retour d'un article ? ^KE",0.5546451210975647
112,5,"@120533 bjr, j ai commandé une paire de basket en 41 fr. reçu du 42 brésilien...impossible de faire l'échange en ligne. Impossible de vous contacter...
De pire en pire.... mécontentement qd tu nous tiens....",954943,954943,"Commande @120533 devait être livrée ce matin à 10h, SMS à 9h50 ""livraison impossible"" 😡 new rdv lundi j espère ! Sinon je refuse 😬","@346579 Bonsoir, je suis désolée pour cela. Quel est le transporteur de votre colis ? ^MA",0.5450131893157959
113,1,@116928 ¿Simplemente un producto duplicado en Amazon? El primero se vendió en Cyber Monday por 139.99€ y no sé está enviando por falta de stock... Pero... ahí lo tienen a continuación con stock y envío en 1 día. ¿Tomadura de pelo? https://t.co/cc0FWw93Zk,2774111,2774111,"@116875 ¿Qué hago, Amazon? Hice una devolución y @178440 no tiene idea de mi paquete. Selló la guía (aún la tengo) y dice que no lo he enviado.","@775305 Hola, lamentamos lo sucedido. ¿Has revisado el seguimiento de tu devolución con el número de rastreo? ^FZ",0.7543038725852966
113,2,@116928 ¿Simplemente un producto duplicado en Amazon? El primero se vendió en Cyber Monday por 139.99€ y no sé está enviando por falta de stock... Pero... ahí lo tienen a continuación con stock y envío en 1 día. ¿Tomadura de pelo? https://t.co/cc0FWw93Zk,2747149,2747149,"@116875 Sres. Amazon México, me suscribí al servicio Prime y compré un producto con entrega al día siguiente que nunca llegó. Ahora dicen que ya no hay. El producto es enviado directo por Amazon México. No esperaba esto de una empresa como Amazon. https://t.co/TIlbIXk8MK","@769251 ¡Hola, RTrujillo! ¿Cuál es la fecha de entrega estimada indicada en el correo de confirmación del pedido? ^DS",0.7512732744216919
113,3,@116928 ¿Simplemente un producto duplicado en Amazon? El primero se vendió en Cyber Monday por 139.99€ y no sé está enviando por falta de stock... Pero... ahí lo tienen a continuación con stock y envío en 1 día. ¿Tomadura de pelo? https://t.co/cc0FWw93Zk,153693,153693,"Cuando Amazon te avisa de que desde que compraste el producto ha bajado el precio, y te reembolsa la diferencia Para hacer la ola!!! 🏄🏄🏄 Esto si que es un buen servicio @116928 https://t.co/egtFlE6tsT","@151181 Hola Cristina, ¡nos emociona tu satisfacción con nuestro servicio! Solo por seguridad recuerda no compartir información de tu cuenta, te recomiendo editar el comentario. ¡Una gran película! Cuéntanos, ¿te gustan mucho las películas de este género? ^KA https://t.co/rL6SJ9qtGO",0.742408037185669
113,4,@116928 ¿Simplemente un producto duplicado en Amazon? El primero se vendió en Cyber Monday por 139.99€ y no sé está enviando por falta de stock... Pero... ahí lo tienen a continuación con stock y envío en 1 día. ¿Tomadura de pelo? https://t.co/cc0FWw93Zk,2425938,2425938,"@116928 contrato Amazon Prime para que mi pedido llegue hoy, llama el transportista quedó con el a partir de la 16.00 y el paquete no llega... 1/2 https://t.co/js11Y4uczv",@233285 Hola Nacho. Lamentamos mucho escuchar lo sucedido. ¿Ya te has puesto en contacto con el transportista para verificar el estado de la entrega? ^DB,0.7385807037353516
113,5,@116928 ¿Simplemente un producto duplicado en Amazon? El primero se vendió en Cyber Monday por 139.99€ y no sé está enviando por falta de stock... Pero... ahí lo tienen a continuación con stock y envío en 1 día. ¿Tomadura de pelo? https://t.co/cc0FWw93Zk,659341,659341,"Llego a casa y me encuentro con que me han tirado el paquete de @116928 por encima de la verja... Era un producto electrónico que podría haberse roto. Que de hecho, voy a devolverlo , por si las moscas. Por cierto ¿Ya no es necesario firmar la entrega?....#Amazon","@277000 ¡Hola, Carlos! Lamentamos las molestias ocasionadas, ¿el producto es vendido y enviado por Amazon o por un vendedor externo que utiliza nuestra plataforma? ^LC",0.7368854284286499
114,1,"Great, Amazon order is showing as delivered ""handed to resident"" at 11.57. They weren't so where are my items @115830",703858,703858,"@115830 I've been told that my order has been delivered and was 'handed to the resident'... it hasn't. I've been sat in waiting for it all day and nothing, so tell me where my package is?",@288176 I'm sorry you haven't received your order. We'd like to look into the delivery and available options here: https://t.co/JzP7hlA23B ^LI,0.7721880674362183
114,2,"Great, Amazon order is showing as delivered ""handed to resident"" at 11.57. They weren't so where are my items @115830",2346280,2346280,"@115830 It appears you have delivered my parcel to someone else. Order status is marked as ""handed to resident"" when it was not handed to resident at all.","@678408 I'm sorry to hear of the missed delivery, Jason! Please try the tips listed here to recover it: https://t.co/uo586yg1Kj. Let us know if that helps! ^CS",0.7641180753707886
114,3,"Great, Amazon order is showing as delivered ""handed to resident"" at 11.57. They weren't so where are my items @115830",2291406,2291406,"@amazonhelp So my order was due to arrive tomorrow as I'm away, but online it says my order was 'handed to resident'? How? I'm not there!!",@492324 Hey Maria. Sorry to hear. Have you a delivery preference set up? It's possible that your parcel may have been left with a neighour. ^TP,0.7528566718101501
114,4,"Great, Amazon order is showing as delivered ""handed to resident"" at 11.57. They weren't so where are my items @115830",641779,641779,@115830 My order has been delivered and ‘handed to a resident’ according to the tracking option. Can confirm my order has not arrived at all. Any idea what’s up?,"@272308 I'm so sorry you don't have your order, Kimothy! We'd love to help out in any way we can. Please give these steps a try, and keep us updated on the outcome: https://t.co/XSbk2OFHaS. ^WJ",0.7469483017921448
114,5,"Great, Amazon order is showing as delivered ""handed to resident"" at 11.57. They weren't so where are my items @115830",2273485,2273485,@AmazonHelp where's my parcel? My order Was due to be delivered by 9pm Was apparently 'handed to resident' at 11.25pm? No it wasn't!? Where is it?,"@198930 I'm sorry to hear you don't have your parcel! We can help with this! For tips on locating parcels that have been delivered, visit us here: https://t.co/GcpXc853vG ^TK",0.733944296836853
115,1,"@AmazonHelp  your customer support team prove this all power in your hand and customer is helpless, is there any place or athuority where i can complain your bad customer service",427383,427387,@AmazonHelp Still nothing guys. Worst customer service I've ever encountered. Where can I send a formal complaint?,@216648 Hi Stephen- An email was sent on the 11th of Oct from our team to you. Have you received this? ^NV,0.8244466185569763
115,2,"@AmazonHelp  your customer support team prove this all power in your hand and customer is helpless, is there any place or athuority where i can complain your bad customer service",2769018,2769027,@AmazonHelp just think is very poor that complaints are not dealt with and your customer service team mislead customers,@341709 Sorry to hear of the poor experience. Please provide your details here https://t.co/tkLCr7Vo9T so we can get this looked into. ^ES,0.8145146369934082
115,3,"@AmazonHelp  your customer support team prove this all power in your hand and customer is helpless, is there any place or athuority where i can complain your bad customer service",1135178,1135178,@AmazonHelp please can I have a number for your complaints department? I have been lied to by multiple customer support staff today.,"@387432 To provide feedback for an agent, you can use the survey you were emailed. This feedback will go to the agent's leadership.",0.8134479522705078
115,4,"@AmazonHelp  your customer support team prove this all power in your hand and customer is helpless, is there any place or athuority where i can complain your bad customer service",856625,856626,@AmazonHelp It seems I m dealing with one of the most unprofessional customer care deptmnt but I will definitely raise ths issue whrevr I can.,"@323431 I get you being upset, Sunil. However, could you confirm, if you've reached out to our support team? ^MS",0.8127403259277344
115,5,"@AmazonHelp  your customer support team prove this all power in your hand and customer is helpless, is there any place or athuority where i can complain your bad customer service",1674845,1674849,"@AmazonHelp Already reported , not of much help by customer care ..Poor service",@509593 Apologies for the trouble. Please drop your details here: https://t.co/ivClZceK1j we'll connect with you on this. ^RB,0.7951226830482483
116,1,Euh... @120533 vous êtes bien gentil mais je ne pense pas que en 2100 vous serez encore présent pour sortir la Saison 1 de cette récente série 😂 https://t.co/rUN6xB9JLX,1451793,1451793,Eh @120533 tu te moques pas un peu du monde là ?! https://t.co/G1TM9ze74e,"@456910 Bonsoir, L'article est proposé par Amazon et par des vendeurs tiers. D'où la différence de prix. ^MD",0.698269248008728
116,2,Euh... @120533 vous êtes bien gentil mais je ne pense pas que en 2100 vous serez encore présent pour sortir la Saison 1 de cette récente série 😂 https://t.co/rUN6xB9JLX,343908,343909,@129009 Je l’ai reçus mais pas ma One X dégouté de @120533 et @132988,"@197821 Bonjour, pourriez-vous nous en dire davantage sur le problème de livraison rencontré je vous prie? ^BR",0.6961807012557983
